NAME	Tumor_POU1F1	Neutrophil	Mast	Fibroblast	T_NK_cell	Epithelial	Tumor_NR5A1	Endothelial	MDC	Tumor_TBX19
SLC38A6	1	1	1	1	1	1	1	1	37.5927847904676	38.1296812205482
SLC39A3	1	1	1	1	1	1	36.2827084779373	1	28.3373300854721	28.8425087944372
SLC39A4	1	1	1	1	1	38.8099986253112	1	1	1	1
SLC39A8	1	1	1	1	1	65.3523118552488	1	46.9113873975955	1	183.070179326842
SLC43A3	1	1	104.513476473063	50.2789571133008	1	1	1	52.5723084072017	1	1
SLC44A2	1	1	1	137.328414358297	1	147.429794506775	1	200.67559740787	43.0986417202228	1
SLC44A3	1	1	1	1	1	37.665594196808	1	1	1	1
SLC44A4	1	97.857729904855	1	1	1	93.774792493366	69.7871872809891	1	65.3931122989789	228.37487267928
SLC5A1	1	1	1	1	1	211.316479263484	1	1	1	1
SLC5A3	1	172.024293853631	209.700973938988	51.030820733223	1	99.7363082994667	71.9360717323779	34.7485688910595	1	1
SLC6A1	1	1	1	94.3360854562526	1	1	1	1	1	1
SLC6A14	1	1	1	1	1	371.505309893799	1	1	1	1
SLC6A15	40.1977361663715	1	1	1	55.0263245396822	1	1	1	1	1
SLC6A5	1	1	1	1	1	1	26.8570816746377	1	1	28.1173261063382
SLC7A11	1	1	1	1	1	1	1	1	1	131.347269046019
SLC7A5	1	47.5138686335587	104.28075725717	81.8804244729241	112.238083774461	1	1	1	62.8930422342009	1
SLC7A6OS	1	68.5617782488178	1	1	1	1	1	1	1	1
SLC8A2	1	149.175178833171	44.4417529390534	1	1	1	80.9383584812152	1	56.8739286034246	162.253893189046
SLC9A3	1	1	1	1	34.3699853940294	1	1	1	1	1
SLC9A3R2	1	1	1	43.5354840521424	1	1	1	479.768609995302	1	90.224227854153
SLC9A8	1	1	51.582047826637	1	1	1	1	1	1	31.9757254700613
SLC9A9	1	1	1	1	1	1	33.9549581034766	1	41.7874152736282	1
SLCO2A1	1	1	1	1	1	1	1	118.53222991965	1	1
SLCO2B1	1	1	1	1	1	1	1	76.9693869975754	301.073318685748	1
SLCO3A1	1	23.4895708006251	104.513476473063	131.294114003496	34.0034512354104	1	1	59.5049286268962	1	1
SLF1	27.1082371608979	82.4345145175744	1	1	1	1	1	1	1	36.994955831748
SLFN11	1	1	1	47.6772673284072	1	1	1	83.9141573197758	1	1
SLFN5	1	1	1	73.1519478241969	44.4928537369139	127.952593649076	1	121.661587547903	1	1
SLIT1	81.8211110443359	1	1	1	54.5989797673341	1	1	1	1	1
SLIT2	1	1	1	67.3489727800095	1	92.3901007144172	1	1	1	1
SLIT3	1	1	1	137.904557121821	1	1	1	1	1	1
SLPI	1	1	1	1	1	3756.81640820982	1	1	1	1
SMAD1	48.6793657762834	1	1	1	30.3126205413149	1	1	33.0294552286954	1	26.8605561361886
SMAD3	1	1	44.4417529390534	53.9505582387503	1	90.0999309798716	1	67.6370386044044	1	1
SMAD6	1	1	1	1	1	1	1	84.4073472627789	1	1
SMAD9	1	1	1	1	1	1	44.0329998614677	27.2974188673305	1	60.5904067609761
SMAGP	1	1	1	1	1	38.7585467279969	1	46.9422256190417	1	1
SMARCE1	1	46.453397707975	1	1	1	1	1	1	1	1
SMCR8	28.6963303767434	45.6623595390137	51.582047826637	1	1	1	1	1	36.1674202177563	1
SMG5	1	1	1	1	1	1	26.8114220916479	1	1	1
SMG9	1	33.6256783737067	1	1	1	1	1	1	1	1
SMIM1	1	1	1	1	1	1	1	1	1	49.9241851831529
SMIM10L2A	1	23.6291347900108	1	1	1	1	131.920561418921	1	39.2895937679203	1
SMIM10L2B	1	1	44.3259294225525	1	1	1	52.0095123401353	1	1	1
SMIM18	1	113.531309910132	1	1	1	1	34.9944201042463	1	1	86.3163959355618
SMIM22	33.1522742014163	1	1	1	1	1	1	1	1	1
SMIM29	48.4152922185884	1	1	1	55.240770345196	33.6314246009583	1	1	47.0795688939534	40.625710575119
SMIM3	1	57.0372942560721	1	298.251678533225	1	105.454846716629	1	152.283522434008	73.5660086332548	1
SMIM8	35.7116671269331	1	76.3522723740779	1	1	1	42.5204362105444	1	30.1016585303327	40.4213682728574
SMKR1	42.684794539222	1	1	1	41.2761207911819	1	38.4634189305744	1	1	1
SMOC2	1	1	1	152.154332986046	1	1	1	1	1	1
SMOX	1	1	1	1	1	84.723614143604	1	115.341581832746	1	1
SMPD3	85.2459502252342	56.5578150280333	1	1	79.6163896119693	1	39.9160863370324	1	43.777239169948	1
SMPDL3A	1	1	1	1	1	79.360072903143	1	1	54.3247566221691	1
SMTN	1	1	1	114.519402354269	1	1	1	129.78396431305	1	1
SMUG1	1	47.3384985220798	1	1	1	1	1	1	1	33.5746706857244
SMURF1	1	1	1	70.7535402508564	34.4019035390556	1	1	43.4691510105197	1	1
SMYD3	43.0581153861488	1	1	1	53.5872595152515	36.5640295091842	1	1	38.352818577429	44.5635914499095
SMYD4	1	1	1	1	43.6621324359792	1	1	1	33.7687055608416	60.3039828391838
SNAI1	1	1	1	89.3629021400581	1	1	1	190.13883473612	1	1
SNAI2	1	1	1	173.775453722826	1	1	1	1	1	1
SNAP23	1	1	103.684845703036	72.1155938739835	31.260011355736	53.6423048314598	1	89.3136608380007	64.3350254389648	1
SNAPC2	1	1	1	1	1	1	1	1	1	26.9825083359811
SNAPC4	1	1	61.205184851733	1	1	1	1	1	1	1
SNAPC5	33.3624541300407	1	1	1	32.5553503012046	1	1	1	1	27.0148108503523
SNCA	66.7727904717596	1	1	1	81.2511604934802	1	67.9628680085377	1	55.9338628470625	40.3138138795186
SNCB	1	98.985022362218	103.684845703036	1	1	1	68.8333611368793	1	1	38.416886853375
SNCG	1	1	1	1	1	1	1	55.7161684199192	1	103.388360857519
SNED1	1	1	1	1	1	1	1	86.0086504245876	1	1
SNPH	1	1	1	1	1	1	1	1	1	37.1504034003646
SNRNP48	1	65.4916399231031	1	36.7468951638576	1	1	1	36.6049859625723	1	1
SNTA1	26.7016009924058	1	1	1	1	1	1	1	1	1
SNTG1	34.0921257258388	1	1	1	1	1	1	1	1	62.9315837065696
SNUPN	1	1	1	1	1	1	1	1	1	36.3979474328561
SNX25	50.2242100780677	1	1	1	51.2510064398909	1	1	1	1	1
SNX29	1	49.1337006351737	1	1	1	1	1	1	50.0080107245934	1
SNX30	1	1	1	1	1	1	1	1	1	33.0522622553107
SNX33	1	1	1	39.3631499946174	1	1	1	1	1	50.2058685449133
SOCS1	1	1	111.78723267837	1	33.3417768257459	1	1	1	1	67.2795583078418
SOCS5	36.0311611137991	1	94.890339447967	77.7407953642987	1	37.9776208313808	1	57.1391638970054	1	1
SOD3	1	1	1	394.385906604208	1	1	1	155.816013538007	1	1
SORBS1	1	69.7574116440576	1	43.2771716983446	1	1	1	53.2574208462187	1	1
SORBS2	49.610969075015	1	44.0773648895651	117.419503810703	78.6600831457776	373.333618196792	1	122.605785249094	1	1
SORCS3	42.3522482222734	1	1	1	1	1	1	1	1	1
SORD	1	87.6768309227252	1	33.937905259252	1	81.1757249992588	35.8010767969718	1	1	1
SOWAHC	1	19.8122043517561	1	39.7160595435829	1	1	31.2173551298655	1	1	1
SOX11	36.5902080882063	1	61.205184851733	1	1	1	1	1	1	1
SOX12	30.3845123357967	26.434790312712	1	1	41.549323187209	1	1	1	1	1
SOX13	1	1	1	152.092430114841	1	42.1320545088167	1	94.8637382263648	1	1
SOX15	1	61.8448434129146	103.684845703036	1	1	38.7069501382086	1	1	1	1
SOX17	1	1	1	1	1	1	1	204.148620572439	1	1
SOX18	1	1	1	1	1	1	1	192.245881832543	1	1
SOX2	1	1	1	1	1	326.401303383315	1	1	1	1
SOX3	1	1	1	1	1	41.6117177995378	1	1	1	104.982625882797
SOX5	39.8617477495856	1	1	51.2125620047211	1	1	1	1	1	1
SOX7	1	1	1	1	1	1	1	210.403408595318	1	1
SOX9	1	1	1	48.5500969463587	1	513.953421287821	1	1	1	1
SP140L	1	1	1	37.9108117168192	50.7721681391682	1	1	29.2038708742731	41.3506902614448	1
SPACA6	1	1	1	1	1	1	27.6424980316064	1	1	1
SPARC	128.970837864211	35.2965549801096	1	4807.17941542718	167.428719394325	1005.81779119297	73.0001938170947	2835.65375755526	82.1216474085169	75.9169850124999
SPARCL1	1	134.029983279304	1	1563.50656123924	1	2350.37127950371	789.783236992522	1836.44862184554	184.205279152649	1
SPATA18	1	1	1	1	36.2827993633165	55.7564005085649	1	1	1	1
SPATA2	1	1	1	1	1	1	1	1	1	31.8176010315501
SPATA2L	1	1	1	1	35.5320678849454	1	1	1	1	1
SPATA33	1	1	44.3259294225525	1	1	1	1	1	1	1
SPATA9	1	1	1	1	1	1	1	1	1	82.9753995935176
SPEG	1	78.9628620606502	1	1	1	39.5865868781302	62.6333674206646	1	1	46.6023687054279
SPI1	1	104.303543482951	1	1	1	1	1	1	193.053996235604	1
SPIRE2	40.0070051123297	1	1	1	1	1	1	1	37.1987406378482	64.0394247200267
SPNS1	1	1	1	1	1	1	1	1	36.5735685091646	32.9443206009705
SPNS2	1	1	1	1	1	1	1	51.9436880281468	1	1
SPON1	1	1	1	49.781932171138	1	1	1	1	1	237.057845481058
SPON2	1	1	1	333.786590322496	1	1	1	1	1	1
SPOUT1	1	64.1284556696144	61.205184851733	1	1	1	1	1	1	1
SPRED1	1	1	147.5890488785	223.587427486765	1	79.5274367446039	1	135.367115664705	63.9448245540466	1
SPRY1	1	21.9758545588611	1	174.180791904257	1	112.786128704875	34.1125150315187	439.808709704428	1	1
SPRYD4	36.1379107208811	1	1	1	36.9494032911556	1	27.8134608964974	1	1	48.4820713741964
SPSB1	1	1	1	180.528069487966	1	79.822054395069	1	255.814594581276	1	1
SPSB2	1	40.1511319863592	1	1	1	1	1	1	1	1
SPTB	1	62.4168144825268	1	1	1	1	44.4032301973393	1	1	36.4337219353357
SPTBN2	1	60.0434981483406	1	1	1	1	1	1	1	1
SPTBN4	1	1	1	1	41.5389119966443	1	47.4938005829147	1	27.6603788230328	57.480620970397
SQOR	1	1	1	1	1	66.5742161747213	1	1	1	1
SRD5A1	1	1	1	1	1	1	1	1	1	33.727135304628
SRD5A3	1	1	44.4417529390534	60.5285438573895	1	1	1	37.5822114850321	1	1
SRGAP1	40.0056074683082	1	1	32.2364102473568	1	1	34.1867173979781	48.0648614619395	120.617068867382	1
SRGAP2	1	50.5298424177559	1	1	1	1	1	56.775522616106	92.7047115826995	1
SRGAP2B	1	23.6291347900108	1	55.6627523876774	1	1	41.4961121946943	61.3036963521696	65.2365666476639	1
SRGN	1	1148.67918575754	1313.93458743845	448.975018830075	435.200225084431	1	1	930.492393484186	920.011155336016	1
SRR	1	1	1	1	1	1	1	1	1	32.9440603362105
SRRD	1	45.1609615889031	1	1	1	1	34.9385474689997	1	1	1
SRRM4	1	46.3291078720971	1	1	1	1	33.2138332266923	1	1	56.7303603221778
SRSF12	1	20.8163928868796	1	1	1	1	48.091185669938	1	1	31.9573170333693
SS18L1	1	59.7188336728164	1	1	1	1	1	1	28.4242284002049	33.2235330149642
SSC5D	1	49.0639251027227	103.959353834291	61.1214085941299	42.6561109072912	1	226.425062347524	1	147.125451132542	423.316576045966
SSPN	1	1	1	197.81076105782	1	97.5924433667667	1	1	1	1
SST	1	1	1	1	1	1	1	1	199.443295303321	1134.03973976632
SSTR1	1	1	1	1	1	1	1	1	60.6845325631623	266.740669996082
SSTR2	46.4243567462342	1	1	166.254974227028	81.0855776449303	1	1	49.3070646671784	1	1
ST14	1	1	1	1	1	63.3319583531641	1	1	1	1
ST18	1	53.1110037481038	231.929661665298	1	1	1	1	1	1	33.6722931684308
ST20	40.769424434022	1	1	1	1	1	31.1763707135601	1	1	1
ST3GAL2	1	72.9729150759378	1	54.2573366881088	1	1	1	49.7240188855914	1	1
ST3GAL6	1	1	1	1	1	43.4777647953659	1	45.620164201343	45.3752754046899	1
ST6GAL1	1	21.9758545588611	1	1	1	95.9801819004252	1	51.5230435072276	99.1938332401508	1
ST6GALNAC3	1	65.5066790199348	1	1	1	1	47.0684354630252	111.144638801816	1	37.5747840367535
ST8SIA4	1	1	1	1	1	1	1	44.5598977933627	55.7042205448738	1
STAB1	1	1	1	1	1	1	1	83.2367143815024	193.494001002589	1
STARD10	1	1	104.513476473063	1	1	35.1693195779492	1	1	1	1
STARD13	1	1	104.513476473063	168.979370991322	1	54.1330137094713	1	91.539949779852	1	1
STARD8	1	1	1	1	1	1	1	45.4377391344471	1	1
STAT5A	1	1	147.5890488785	1	1	1	1	38.0478519267472	1	1
STC1	1	1	1	1	1	1	1	835.516150354114	1	1
STEAP1	1	1	1	39.5433465861332	1	1	1	1	1	1
STEAP3	1	72.2305035997072	76.1513696808799	1	1	73.2214130634343	37.4037361841685	1	1	52.4055918852892
STK10	1	53.3354979404572	1	1	29.846993314647	1	1	45.8396213660836	1	1
STK11IP	1	26.434790312712	44.3259294225525	1	1	1	1	1	1	1
STK32A	1	1	1	1	1	1	1	1	1	31.1257261076731
STON2	49.3466039657528	41.8411964011862	126.702823705198	1	1	53.8265703533521	78.0788257596662	1	1	1
STRA6	1	1	1	54.1499271512423	1	1	30.2537962327873	1	1	1
STRIP2	1	65.8716380419075	1	1	1	1	57.195686242245	1	1	25.6536959749455
STS	1	1	1	45.5840007249816	1	1	1	1	1	1
STUM	1	53.3869504735669	44.3259294225525	1	1	1	45.2978273228652	1	1	78.3752729216253
STX10	1	39.8666845917854	1	30.9693507865712	1	1	40.5292509941935	1	1	1
STX11	1	52.2710188371175	205.944206620721	1	1	1	1	1	117.826348721135	1
STX4	1	1	44.0773648895651	1	39.5350436171019	1	1	42.5855668776706	68.233185368106	1
STYXL1	39.2520714233351	1	104.832469544713	1	32.71498772001	1	29.8065615958051	1	44.9783648434131	42.2129275248709
SUCLA2	1	20.6374171354806	1	1	1	1	49.8726989686937	1	28.2689384926997	66.4099168382917
SULF1	1	44.3531333020809	1	387.214236304785	1	37.12326869908	72.8291394086005	45.6909054247279	33.590769678409	50.1137746619902
SULF2	46.1309838824784	1	44.0773648895651	73.7489092952825	38.9670980039934	1	1	180.733061065473	1	1
SULT4A1	1	1	1	1	1	1	30.6242772957802	1	1	30.1215869633038
SURF1	40.5218166354902	1	104.116554979217	1	42.8222776684263	1	1	1	28.509727131149	48.5964447205886
SUSD1	1	1	1	1	1	33.7419875384141	1	1	1	1
SUSD4	165.356762892574	1	1	1	140.797791360196	59.9258275795574	1	48.33161802469	97.9205166068691	250.331063805069
SV2B	1	1	1	1	1	1	1	1	1	38.2359658407046
SWI5	46.7350073532746	1	51.582047826637	1	52.6487585870695	1	1	1	1	32.831281986831
SYDE1	1	1	1	167.081394153113	1	1	1	49.2880048877467	1	1
SYK	1	80.3584623898205	1	1	1	1	31.765018623656	1	109.265317212355	27.2842989159508
SYMPK	41.7053609623127	26.348757237147	104.28075725717	1	1	1	1	1	1	1
SYNGR1	1	67.6657049033059	1	37.637901595487	1	33.2141477156529	76.9972147459005	1	1	1
SYNGR3	1	57.3496257732811	1	1	1	1	1	1	1	37.5360583476696
SYNPO2	1	1	1	188.803843581394	1	1	45.339195885069	35.6027046870925	1	1
SYT1	195.09164639836	1	51.582047826637	1	178.509455324785	59.4038168436038	1	1	130.701701485497	314.664817850944
SYT10	1	1	1	1	1	1	1	1	1	47.5377483334169
SYT13	114.126970791271	1	1	1	150.11736565975	1	40.7352429858798	1	66.3675924247589	1
SYT16	61.536611841352	1	1	1	51.2859655079535	1	1	1	1	1
SYTL1	1	1	1	1	1	1	1	1	1	45.934328646341
SYTL2	35.4908762320865	1	249.978659595856	103.707368184021	35.1418581911873	36.6512051274007	72.3947154772676	1	1	27.4405436612443
SYTL3	1	1	104.28075725717	1	37.5773748571196	1	1	1	1	1
TACO1	1	1	1	1	1	1	1	1	1	43.0898697590815
TACSTD2	1	1	1	1	1	713.41051667806	1	1	1	1
TADA1	1	21.9758545588611	44.4417529390534	1	1	1	1	1	1	1
TADA2A	1	65.0239614630013	44.3259294225525	1	32.302211740924	1	1	1	35.4808695626025	1
TAF4	1	1	136.325960730294	1	1	1	1	1	1	1
TAF8	1	1	44.3259294225525	1	1	44.3094554478948	1	35.4803046377394	1	1
TAGAP	1	1	1	1	1	1	1	1	65.1352464548952	1
TAGLN	1	1	1	969.403404239824	1	99.7010366000818	1	113.252776161131	1	1
TAMM41	1	54.1740889905664	1	1	1	1	1	1	1	1
TANGO2	38.4679332632544	43.9494585531196	1	1	1	1	1	1	47.3972764109198	1
TANGO6	1	1	147.5890488785	1	1	1	1	1	1	1
TARS2	34.9476121708696	1	1	1	35.0557882516808	1	1	1	1	1
TASP1	1	1	1	1	32.3114606664187	1	1	1	1	1
TBC1D12	1	1	44.4417529390534	68.9719163022009	1	1	1	32.8549103025012	1	1
TBC1D13	1	1	61.205184851733	1	1	1	37.3045436143059	1	1	31.6878939753347
TBC1D16	1	1	1	61.4891125989787	1	39.1745932301708	1	1	31.8702603293012	1
TBC1D19	34.9003295070617	1	44.4417529390534	1	1	1	1	1	1	41.6128312374934
TBC1D2	1	1	1	1	1	1	1	1	1	30.2665763670263
TBC1D22A	1	46.6219204445354	1	1	1	1	1	1	50.0405916296685	32.1247556147435
TBC1D22B	1	1	44.3259294225525	1	1	1	1	1	1	1
TBC1D25	33.5021047331853	1	1	1	1	1	27.1607099478283	1	1	1
TBC1D30	43.7530854219583	46.453397707975	1	1	1	1	1	1	1	1
TBRG4	35.6698966845076	1	61.2297041075897	1	1	1	1	1	1	27.013411637989
TBX19	61.2519332924111	1	44.7991696368008	1	100.687813022574	1	1	1	257.622152248514	1325.47286242201
TBX2	1	1	1	215.070896022152	1	1	1	57.9715672073204	1	1
TBX3	1	1	1	130.040888105054	1	60.373155272437	1	1	1	1
TBXAS1	1	1	104.28075725717	1	1	1	1	1	136.874060220483	1
TC2N	1	1	1	1	1	83.8037503412407	1	1	1	79.2595693110239
TCEA3	1	21.9758545588611	44.3259294225525	1	1	102.13138217606	69.6903352612068	1	1	1
TCF20	1	1	1	31.9114185724838	44.136955175984	1	1	1	1	1
TCF3	1	1	1	73.90530248477	1	1	1	47.5400466219909	1	1
TCF7L1	1	1	1	96.864504354293	1	120.706513525066	1	164.896186658008	1	1
TCHP	33.4435017454382	43.3359854021387	104.513476473063	1	1	1	1	1	1	1
TCIM	1	1	1	107.132445834696	1	74.4548903157201	1	226.884546551723	1	1
TCN2	1	91.318906045634	1	1	1	1	37.7265933980409	50.3421907849885	1	1
TDRD10	1	20.6374171354806	1	1	1	1	50.5276099824675	1	1	1
TDRD7	1	1	1	1	1	1	1	1	1	30.6473072735892
TDRD9	167.345970894096	1	1	1	229.194802275117	1	1	1	93.4668654255693	140.957669676795
TEAD2	1	1	1	96.7019197491057	1	1	1	89.8141797030634	1	1
TEAD3	1	1	1	119.908193239288	1	41.235164717299	1	1	1	1
TEAD4	1	1	1	1	1	1	1	70.4415143514077	1	1
TEFM	1	1	1	1	1	1	1	1	1	35.9551913756081
TEK	1	1	1	1	1	1	1	95.3467658848132	1	1
TENM1	55.0559004142751	1	1	1	73.6021445892155	1	1	1	1	1
TENT5B	1	1	1	1	1	123.445032700179	1	1	1	1
TENT5C	1	98.9636825311727	44.3259294225525	1	94.1809286729257	86.422807430008	93.823295873431	1	1	1
TESC	1	37.3302458017316	111.78723267837	59.8073541003329	1	1	29.7890129441182	49.7081484260653	1	1
TESK1	1	21.9758545588611	1	36.3650184250568	33.4831631599733	1	1	1	40.0599296909521	1
TET3	1	1	1	103.616586559442	1	1	1	33.575189929324	1	1
TEX10	1	57.7446143817274	1	51.4311054799546	39.0505895625553	1	1	44.1459098872016	1	1
TEX26	1	1	1	1	1	1	37.0552990316523	1	1	88.4287471369722
TEX264	1	1	1	1	1	33.5543126789975	1	1	1	43.4673105426759
TEX30	1	1	1	1	1	1	34.5967715542741	1	1	1
TF	1	1	1	1	1	238.172840702132	1	1	1	1
TFAP2C	1	1	1	1	1	43.1560129262825	1	1	1	1
TFAP4	1	39.5163568925355	1	1	1	1	1	1	1	1
TFB2M	29.9765296569642	1	1	1	1	1	1	30.7120289198596	1	1
TFCP2L1	1	1	1	1	1	155.923925243393	1	1	1	1
TFEB	1	1	1	1	1	1	1	1	1	58.3799098302894
TFIP11	1	26.434790312712	1	1	1	1	1	1	1	1
TFPI	1	1	1	252.757816137055	1	1	1	106.978901325035	1	1
TFPI2	1	1	1	119.413461687976	1	1	1	108.281295441676	1	1
TGDS	1	41.2034237851628	1	1	1	1	1	1	1	1
TGFB1I1	1	1	1	146.010577911235	1	1	1	60.2283081961382	1	1
TGFB2	1	1	1	123.991481189096	1	51.2925620143209	1	53.0848091146302	1	1
TGFBI	1	1	1	338.716551737631	1	1	1	38.4243834716543	157.759714049717	1
TGFBR2	1	1	1	112.407191561587	1	59.1729013669117	1	372.239505650165	69.5683964667456	1
TGFBR3L	1	417.334507431144	174.219648881232	1	48.1122075517204	1	225.87068851953	42.0252039029957	84.1459842527155	55.6106870315391
TGIF1	1	1	1	69.9113051219718	1	179.247161408252	1	135.414038126014	83.1704352310142	1
TGIF2	1	1	61.205184851733	55.1528316574696	1	1	1	39.6645376991886	1	1
TGM2	1	1	1	186.860155869047	1	1	1	371.311643958953	1	1
THADA	32.554011627583	1	1	1	1	1	27.3434893805331	1	26.9278112913794	1
THAP6	33.4321974526391	1	1	1	30.8647236563761	1	1	1	30.6430381868393	31.3777529144825
THBD	1	1	1	80.7526116950897	1	1	1	652.493750815281	79.5339994894279	1
THBS1	1	1	61.2297041075897	367.160324079031	1	181.375305560054	1	132.235638342926	73.5321394483474	1
THBS2	202.301370641953	1	1	362.851874393574	280.390540420717	1	1	1	1	1
THBS4	129.22758582188	1	1	1	1	149.697253152144	1	1	1	1
THEMIS2	1	97.4112177419542	1	1	1	1	1	1	158.389764163056	1
THG1L	35.3736957900404	1	1	1	1	1	1	1	1	31.2290030371985
THNSL2	1	1	1	1	1	1	1	1	1	42.7426141246437
THOC5	1	1	1	38.0814710281521	1	1	1	1	1	57.8736570993062
THOC6	1	1	1	1	1	1	28.7639230465997	1	1	1
THSD4	1	1	1	110.509580804733	1	1	1	1	1	1
THSD7A	117.50597832987	1	1	1	77.0978445232706	1	30.924150891414	116.983269751846	32.8127773616958	33.1098624846269
THTPA	1	1	1	1	1	1	1	1	1	35.9937384022289
TIE1	1	1	1	1	1	1	1	248.732368207976	1	1
TIFA	1	1	1	1	1	55.2714148454486	1	96.8941165955016	1	1
TIGAR	31.9009565466768	1	1	1	1	1	1	1	1	1
TIGD7	37.3753868433399	1	1	1	42.8351058121502	1	1	1	1	1
TIMELESS	1	1	1	1	1	1	1	1	1	35.07921075593
TIMM23B	1	39.6018393995391	1	1	1	1	1	1	1	1
TIMM29	27.9506005042484	1	1	1	1	1	1	1	30.5935776708979	32.1561211897235
TIMM9	39.4607920206393	1	1	1	36.4574770357501	1	1	1	1	32.0558977966019
TIMP3	1	195.226868294119	298.591300914961	1057.39503530266	1	103.245410700724	66.5861567715673	1281.0271279643	1	1
TIMP4	75.5042157770894	1	1	1	70.0589018249669	1	1	1	1	1
TINAGL1	1	1	1	246.787179405103	1	82.0135558968583	1	239.70855505705	1	1
TLCD2	1	1	1	1	1	1	45.0791981213612	1	1	1
TLE2	1	1	1	1	1	1	1	33.2758237691181	1	37.9311274658048
TLN2	61.4748602231383	1	1	1	42.6332984768648	1	1	1	30.2518884747218	68.506767182448
TLR2	1	135.653681580482	1	1	1	1	1	1	116.087013616515	1
TLR4	1	100.641251616411	1	1	1	1	1	53.5112602137602	75.0081865861266	1
TLR5	1	1	1	1	1	37.7836916072951	1	1	1	1
TM4SF1	1	1	1	1	1	590.371843387967	1	1081.18210591438	1	1
TM4SF18	1	1	1	1	1	1	1	323.490554439075	1	1
TM6SF1	1	1	104.513476473063	1	1	1	1	43.8336614039016	50.8273725092949	1
TMCC2	1	23.4895708006251	1	1	33.4524169755529	1	38.1114677979765	1	1	1
TMCO4	1	1	1	1	1	35.4989489211294	1	1	1	1
TMEM101	1	1	61.205184851733	1	1	1	1	1	1	53.0943948694342
TMEM106A	1	1	1	1	1	1	1	1	38.7866908353039	1
TMEM115	1	53.3869504735669	1	1	1	1	1	1	1	1
TMEM116	1	45.6623595390137	1	1	1	40.8374303628675	1	1	1	38.8938486067519
TMEM120B	30.0742170107661	1	1	1	1	1	1	1	1	1
TMEM121B	1	1	1	1	1	1	1	1	1	31.1173104055869
TMEM123	1	1	1	160.79685637112	67.6601409430982	334.460550912941	54.017909541478	177.731311756214	116.620465827288	1
TMEM132A	1	1	1	1	1	53.7677229943087	52.9825003394206	1	1	1
TMEM134	1	1	1	1	1	56.094605398475	32.7936941706631	1	1	28.7217182052732
TMEM145	27.2121247474368	62.6079549878344	61.2297041075897	1	1	1	37.2507245692917	1	1	70.0160058295422
TMEM150C	149.05904160439	1	1	1	94.0923445906467	64.7956934602956	27.9038964758514	92.0491681620625	36.6083630550256	1
TMEM151A	33.7816677875546	26.8844082441653	1	1	32.2400426607934	1	1	1	1	1
TMEM154	1	113.864649615887	1	1	1	162.627152631747	1	1	1	1
TMEM158	287.436468426507	1	75.9888104246981	51.2233277791802	192.871987241996	154.698514616157	1	1	57.746228878522	1
TMEM163	69.127038764211	1	1	1	55.9773765502795	59.8735468323135	1	1	1	1
TMEM170B	42.6325211839002	93.0365651053541	76.1513696808799	1	1	1	50.5495817693887	1	48.9632873856267	1
TMEM176B	1	72.2305035997072	31.087441404255	74.030522840455	1	92.0782038219125	94.6672204791261	1	217.123335556949	228.759311007321
TMEM178A	1	53.6697247345319	1	1	1	102.604434787412	53.9010711244093	1	1	1
TMEM178B	48.1002039469082	1	186.908008556931	1	1	1	63.5578088391144	1	31.5490532696902	48.7532599989175
TMEM182	35.6739417740753	1	1	1	39.4563028775552	1	1	1	1	33.9741355635156
TMEM184A	1	1	1	1	1	1	1	1	1	27.9268592114188
TMEM185A	1	1	1	43.2820093523645	1	1	1	1	1	1
TMEM187	1	1	1	1	1	1	1	1	1	29.3209199903056
TMEM196	48.2141585364804	1	51.582047826637	1	46.0642474080293	1	1	1	1	1
TMEM200A	112.394300420527	1	1	1	68.9343265219572	1	43.7215151335317	1	37.7772792037622	1
TMEM200C	1	1	1	45.5778345777684	1	1	1	1	1	1
TMEM201	1	1	1	1	1	1	35.2100570945439	1	1	44.228231347014
TMEM203	1	1	61.205184851733	1	1	1	33.436738998778	1	1	1
TMEM204	1	1	1	137.742426195584	1	1	1	196.394698251213	1	1
TMEM218	1	1	1	1	1	1	1	1	1	27.3161853007752
TMEM223	1	20.806296543735	1	1	43.9917215903448	1	1	1	1	38.4337000990508
TMEM229B	1	1	1	1	1	1	34.5396582006264	1	1	92.2738941211112
TMEM231	1	19.9193639123096	1	1	1	1	54.0466047385667	1	31.9483825364937	37.2076465402522
TMEM233	35.2122892700552	1	100.683604607717	1	49.6930851189827	1	1	58.0946762514422	1	1
TMEM234	1	1	61.205184851733	1	1	1	1	1	1	1
TMEM237	37.6773859235385	1	1	36.3071911780835	38.9281785628007	1	1	1	1	30.5834526779656
TMEM238	1	1	1	1	1	35.7799026080342	37.362118696258	1	1	1
TMEM241	1	1	1	1	1	1	1	1	1	43.8075518662121
TMEM243	43.7553346715612	1	1	1	31.7491876897147	1	1	27.9428965210541	1	1
TMEM254	1	1	1	1	1	55.5459252840557	1	1	1	1
TMEM255A	1	1	1	1	1	1	77.2345758456048	1	1	89.1282278275479
TMEM268	1	1	1	1	1	34.3877854730843	48.4549032342591	1	38.4452726902358	29.1623165124844
TMEM271	1	65.7746717721964	1	1	1	1	1	1	1	1
TMEM273	1	1	1	1	1	1	1	75.6709075708315	32.4855033817622	1
TMEM35A	1	107.870212190502	44.4417529390534	1	1	1	133.767276110868	1	36.1601665386147	64.8115821958359
