NAME	Tumor_POU1F1	Neutrophil	Mast	Fibroblast	T_NK_cell	Epithelial	Tumor_NR5A1	Endothelial	MDC	Tumor_TBX19
CYP11A1	1	96.3474050527073	76.3522723740779	1	1	1	47.9233327392029	1	1	1
CYP1B1	1	1	1	146.782837078881	1	1	1	78.8147791051877	1	1
CYP39A1	1	1	1	1	1	33.491738003535	1	1	1	1
CYP4X1	1	1	1	1	1	94.2241816973291	1	1	1	1
CYSLTR2	1	1	1	174.394667734119	1	1	90.5279726778702	70.4174783532091	38.0589044965117	1
CYTH1	1	1	1	1	43.5445649284839	1	1	66.1529216262514	43.867180489488	1
CYTH3	1	1	1	110.613709981747	1	1	1	52.2262851908369	1	1
CYYR1	1	1	1	1	1	1	1	278.745808547321	1	1
D2HGDH	37.4898460491658	1	61.2297041075897	1	33.6323581171169	29.0201557047932	1	1	1	32.2200085499205
DAAM2	1	1	1	157.168686521367	1	1	1	50.6042218711059	1	1
DAB2	1	1	1	146.419099786284	1	53.7636926905957	1	227.699586389927	262.240505747	1
DAPL1	1	20.6724473742631	1	1	1	1	79.2389148673891	1	59.520651993486	195.126560447811
DBF4	1	1	104.28075725717	1	38.5134937987131	1	1	1	1	1
DBNDD1	1	1	1	1	1	46.9797879514679	1	1	1	30.5894813759575
DBR1	30.778426623553	1	1	1	1	1	1	1	1	32.5012251119932
DCC	1	1	1	1	1	1	1	1	1	40.9978447404173
DCDC2	1	26.907987180411	1	1	1	1	76.6657570657668	1	1	1
DCHS1	1	1	1	1	1	1	1	46.1095924666226	1	1
DCK	1	57.8087699324531	1	1	1	1	40.5568953123282	1	51.3280102707921	1
DCLK1	138.317116721139	1	1	1	113.875150874958	123.369553397862	62.3581578164274	1	53.8874450293119	1
DCN	1	1	1	1057.65721470362	1	1	1	212.868828008773	1	1
DCP1B	28.7050885332932	46.9304086639175	1	1	1	1	1	1	1	43.2760363472994
DCTPP1	1	41.6132716943417	1	1	1	35.764775300405	1	1	1	1
DCUN1D2	1	42.6771588255243	104.513476473063	1	1	1	1	1	1	1
DCUN1D5	45.3577566159527	46.9304086639175	1	1	46.3694580113967	1	1	1	1	1
DCX	1	45.6902861330552	1	1	1	1	68.9312031419239	1	1	1
DDIT4L	1	1	1	1	1	55.8543389278292	103.318174503943	1	1	42.8006376168708
DDT	33.7810576101334	1	1	1	1	1	37.3725832135739	1	1	1
DDX20	1	44.3926250593015	1	1	1	1	1	1	1	1
DDX39B	36.4234770806016	1	44.3259294225525	1	1	1	32.959195377584	30.9930220328442	1	40.9426125577097
DDX54	1	1	1	41.4542590897784	1	1	1	1	1	1
DDX60	1	1	1	1	1	41.9607096327807	32.1291553604046	1	1	1
DDX60L	1	1	1	1	1	1	1	1	31.7022698941897	1
DENND1A	1	26.6249553313177	31.087441404255	1	1	1	1	1	1	1
DENND3	1	1	1	1	1	1	1	42.910366989249	37.4925810118078	1
DENND4B	1	1	51.582047826637	1	1	1	1	28.3673540070251	43.0995185197129	1
DENND6B	1	1	1	1	1	1	1	1	1	44.1822151702435
DEPP1	62.550871549609	1	1	1	1	1	1	106.485476491173	1	1
DEPTOR	88.5845343784074	1	1	1	71.2521761028116	66.3501573262319	1	60.4640497017958	50.348730841763	1
DGCR6L	1	71.1362446194708	1	1	1	1	1	33.8834245708966	44.224914495575	94.3064512761961
DGKA	1	1	1	1	36.2903751638312	1	1	1	35.2756798692395	35.2070761584884
DGKB	1	1	1	1	1	1	1	1	1	87.7237841137684
DGKD	1	1	1	26.2943973074516	1	1	1	58.3099984878323	1	1
DGKG	34.5140124286225	1	1	1	1	1	1	1	1	1
DGKI	1	46.9304086639175	1	1	1	1	1	1	1	1
DGKK	42.5970579914184	59.7188336728164	1	1	53.8441657271036	1	142.075182273278	1	80.2197605041402	254.862342024164
DHCR24	1	65.4916399231031	1	1	1	184.672393790663	160.773697938484	1	59.9927674487591	66.7932649703562
DHCR7	1	1	1	1	1	137.01343446934	40.1641700991085	1	1	1
DHFR2	35.9065922504937	1	1	1	1	1	43.9092732785203	1	1	1
DHRS12	1	1	1	1	1	1	35.1984297099742	1	37.0059827208219	52.0833530615576
DHRS3	1	1	1	1	1	71.8128226621828	1	95.2326787772673	1	1
DHRSX	1	53.3869504735669	44.3259294225525	1	1	1	1	1	1	1
DHX32	30.6105444303926	1	1	1	1	44.9297488151953	1	1	1	1
DHX33	1	1	1	34.7266335401512	1	1	1	1	1	1
DHX35	1	46.3291078720971	1	1	1	1	1	1	1	1
DHX38	31.7209912797757	1	1	1	1	1	1	30.5223021803483	1	1
DIRAS1	47.2953027360417	102.276746037245	51.582047826637	1	32.5646737606706	1	1	1	30.8452438841426	1
DISP2	1	1	1	1	1	1	41.3626171271835	1	1	1
DLC1	1	1	126.702823705198	345.489456089587	1	74.0162808305271	1	287.402790035093	1	1
DLK1	2638.53220858105	1	340.310922351837	118.056608139848	2937.31020154884	447.838256551037	1	461.277579819272	1345.02445923875	1
DLL1	1	1	1	1	1	1	1	101.610617974603	1	1
DLL3	34.5924803633335	1	1	1	1	1	1	1	1	1
DLL4	1	1	1	1	1	1	1	128.210997789655	1	1
DMAC2	27.8252719202675	20.7041525407794	61.205184851733	1	1	1	1	1	1	27.2343108509328
DMAP1	1	1	44.4417529390534	1	1	1	1	1	1	48.6254342790173
DMD	1	1	1	134.548221700539	1	50.2751986409881	1	1	1	1
DMRTA2	1	230.012084868482	1	1	1	123.064386730201	53.8617269232921	1	1	67.5954988854011
DNAAF4	1	45.5406312805813	1	1	39.2639205118027	1	32.5275072785416	1	1	29.5145563122251
DNAH14	31.8915056479413	1	1	1	1	1	1	1	1	1
DNAH5	36.0642150414059	1	1	1	1	1	1	1	1	1
DNAH7	1	1	1	1	1	1	27.7018357202774	1	1	1
DNAJC11	1	55.9902904241112	1	1	1	1	40.9384818669608	1	1	38.811226009575
DNAJC14	35.8798679343607	45.6902861330552	1	1	1	1	1	1	1	29.5961290109177
DNAJC16	1	1	1	1	33.4624495980155	1	30.1488205752161	1	32.9819524656907	33.813955791836
DNAL4	1	1	61.205184851733	1	1	1	45.7828223570653	1	1	50.8109937607057
DNASE1	1	1	1	1	1	1	1	1	1	44.9419604313193
DNASE1L1	1	1	1	1	1	1	43.0404649491428	72.8825557074999	53.5571187831371	43.4219826770233
DNASE1L3	1	1	1	1	1	1	1	218.766256838738	1	1
DNMBP	1	1	1	59.011273569468	1	1	1	31.8844816974023	1	1
DOCK1	1	1	1	88.2942354988762	1	59.141341346587	1	83.9230606064216	1	1
DOCK10	1	1	1	42.6018689600376	1	1	1	1	36.9144371177187	1
DOCK11	139.478232738416	1	94.890339447967	42.1773023326591	161.581001875982	1	1	1	101.460802541196	1
DOCK2	1	1	44.3259294225525	1	1	1	1	1	65.2608027015363	1
DOCK4	1	1	289.900668887801	1	1	40.5001683285631	1	75.4820191911901	81.6250918681761	1
DOCK6	1	1	1	48.991807925036	1	1	1	66.2535677542093	1	1
DOCK9	1	39.5163568925355	1	1	1	1	1	163.849758791842	1	1
DOK4	38.6654939667864	1	1	1	1	1	28.7740129752488	1	1	1
DOK6	52.5831311388451	1	104.116554979217	137.047899067166	1	1	56.1671590642883	1	1	1
DOP1A	1	1	1	1	1	1	1	1	1	50.2711419309306
DPCD	43.6526105083843	26.8844082441653	1	1	45.3769459626258	1	1	1	1	31.3281048900652
DPH6	1	1	1	1	1	1	32.539140575883	1	1	1
DPP6	190.395433208828	1	178.97590840727	1	137.918067579949	1	38.4403315161015	1	50.6431956189334	1
DPP9	1	1	1	1	37.0204424760312	1	1	46.1162931185554	49.4864141060995	1
DPYSL5	1	40.0596652758902	1	1	1	1	46.8180876186608	1	1	1
DRAM1	1	1	1	89.7784571577574	1	1	1	56.5374219720162	31.1727630176122	1
DRG2	30.2220402916347	1	1	1	1	1	28.0738982817003	1	1	48.213979145114
DSCAM	38.5234275411727	1	1	1	38.8601116986666	35.6205752623877	1	1	1	1
DSE	1	1	1	119.224798373115	1	72.8393248633061	1	62.9434449598574	108.034302227507	1
DSEL	1	1	1	65.3136688760118	1	1	1	1	1	1
DSG2	1	1	1	1	1	168.378837597376	1	1	1	1
DSN1	1	1	1	1	1	1	1	1	1	25.4278381205454
DSP	1	105.607121519702	1	129.353934601368	1	395.762866284026	139.368003006092	50.5759152687503	1	33.5222463044197
DTNB	1	1	1	1	1	1	1	1	1	27.501455684978
DTNBP1	1	1	61.205184851733	1	1	1	1	1	1	1
DTX1	1	1	1	37.7804310148775	1	1	1	1	1	1
DTX3L	1	1	1	1	1	42.5242841276082	1	38.3766077461819	1	1
DTX4	1	1	1	55.196452593352	1	86.3818546789179	1	1	1	1
DUSP18	1	1	1	1	1	1	45.1650522573285	1	29.2448786761333	1
DUSP2	85.7825808160617	71.5058461914766	76.1513696808799	1	196.99447858223	52.8424793793783	1	1	184.038093356179	1
DUSP23	1	1	1	34.6810415579535	1	117.011617894587	1	55.0703248170223	29.934153851001	1
DUSP4	84.2430166313713	1	1	68.3600255930128	180.254072981653	86.6826466868413	1	163.751063941637	69.2586142513223	1
DUSP7	1	1	1	1	1	1	1	32.7036236387442	1	1
DYRK1B	47.1508196134852	64.1284556696144	1	1	61.0931260226373	1	1	1	29.8269304657919	55.5237327176987
DYRK4	29.5569077484731	39.8666845917854	1	1	1	1	1	1	1	29.419749707381
DYSF	1	1	1	1	1	1	1	130.353393455943	1	1
DZANK1	1	1	1	1	1	1	1	1	1	44.4467576064425
EAF2	30.6263692648851	1	1	1	35.0853509795088	1	1	1	29.7143453587052	1
EBF1	1	1	1	307.168003267782	1	1	1	116.411791812187	1	126.740427324694
ECI1	33.5603874380582	1	1	1	1	1	24.6449730256097	1	37.6933651918358	66.0559601668381
ECM1	34.7926106898386	1	1	249.602182669826	1	1	1	67.8089512265727	1	1
ECM2	1	1	1	251.14218555982	1	1	1	52.2784865847774	1	1
ECSIT	1	1	1	1	1	1	1	1	1	35.5623947633483
EDA	1	1	1	1	1	1	24.6783303574361	1	1	1
EDA2R	31.0195066162538	1	1	1	1	1	1	1	1	1
EDEM2	46.2817796140485	1	1	1	54.0265418387775	1	1	31.6571377396871	32.9597939385663	41.8088469726081
EDN1	1	1	1	1	1	99.9044257015942	1	110.831988687448	1	1
EDN3	1	1	1	1	1	1	1	1	1	100.430033986879
EDNRA	1	1	1	231.279183553125	1	1	1	1	1	1
EDNRB	1	1	1	75.6200075256601	1	1	1	364.761123310595	1	1
EDRF1	1	1	44.3259294225525	1	1	1	1	1	1	1
EED	1	104.293880988703	1	1	1	1	1	37.4981577609877	1	30.0291208753859
EEF2K	1	1	104.513476473063	1	1	1	33.0926642325847	44.0301610681674	1	1
EFCAB11	32.8060573054174	1	1	1	1	35.9287075883296	37.5738684892314	1	1	1
EFCAB2	42.9541038738995	1	61.205184851733	1	1	1	30.9101685220844	1	1	1
EFEMP1	1	1	1	216.622029655879	1	1	1	1	1	1
EFEMP2	1	1	1	129.643142445732	1	52.1372977456945	1	29.181888843522	1	1
EFHC2	35.5921330753911	1	1	1	1	1	1	1	1	1
EFHD1	1	1	1	221.810447828	1	81.792564294436	1	85.3209983345775	1	1
EFNA1	1	1	1	1	1	94.2765860978653	1	336.053957371278	1	1
EFNB1	1	1	1	1	1	1	1	45.8820263328818	1	1
EFNB2	1	1	61.205184851733	146.250296863304	1	221.337874762328	43.6998023049026	516.303614447519	1	1
EFNB3	1	126.441167849758	44.4417529390534	1	1	1	112.04820722327	1	1	27.0463644333278
EFS	1	1	1	42.0082267253595	1	1	1	1	1	84.6195268562502
EGFL7	1	1	1	1	1	1	1	287.229720552611	1	1
EGFR	1	1	1	174.444597062959	1	124.923883298209	1	55.9887940219997	1	33.8026147271424
EGLN3	1	1	1	1	1	46.4983296120567	93.1234868233311	1	1	1
EHD1	1	1	61.2297041075897	59.9561748316456	1	1	1	54.6628944426132	1	1
EHD2	1	1	1	300.189981061828	1	1	1	98.9053520452601	1	1
EHD4	1	51.9273212409376	136.742988979738	1	1	96.2631209385435	1	266.389626885736	42.1089050036105	1
EIF1AY	1	60.8408409206434	1	1	1	1	67.708322206227	1	1	1
EIF2D	38.1500330821338	1	104.116554979217	1	1	29.2503650491432	1	1	32.3423041604366	41.7533253201533
EIF4ENIF1	1	1	1	1	1	29.6001540579989	42.7690991191612	24.9535469757514	1	1
EIF5A2	1	1	1	29.3454346621028	1	1	1	1	1	1
EIF5AL1	1	1	1	1	38.8043649136406	1	1	1	1	1
ELAC1	1	68.2787928087246	1	1	1	1	1	1	1	53.028524543563
ELAVL3	51.5653895469448	78.21634537871	1	1	53.0714834330528	1	1	1	1	1
ELF3	1	1	1	1	1	375.914016408188	1	1	1	1
ELF4	1	40.0596652758902	61.205184851733	34.0713427251029	1	1	1	69.3767042079997	1	1
ELK3	1	1	1	109.158750215292	1	99.7622099977817	1	421.409731705955	1	38.6191876450622
ELMOD1	127.193903866155	30.8617157867718	51.582047826637	1	109.529610176743	1	79.7041123406902	1	55.9220339002974	1
ELMOD3	1	1	1	1	1	1	1	1	1	25.6653177459939
ELN	1	1	1	177.848560693406	1	1	1	148.198141477985	1	1
ELOVL6	1	1	1	1	39.4393219890597	1	1	1	1	38.2199066584941
ELP4	38.2264616509585	1	1	1	35.1666212382866	1	1	1	1	34.1104289061237
ELP6	1	76.2507469715557	1	1	35.0930207860115	1	1	1	1	36.8601003285311
EMCN	1	1	1	54.4435730814469	1	1	1	454.400806368455	1	1
EME2	1	1	1	1	1	1	1	1	1	32.4317232026599
EMG1	1	1	1	1	39.221968692055	33.7052467024503	1	1	1	39.2595787044257
EMILIN1	1	1	1	84.2160749154265	1	1	1	1	1	1
EMILIN2	1	1	174.857883717295	1	1	1	1	1	39.3536332433002	1
EML3	1	1	1	60.3734305795378	1	1	1	87.0818228350955	28.4810536379908	1
EML5	1	1	1	1	1	1	1	1	1	34.0167582275221
EML6	33.6339549051425	1	1	1	1	1	1	1	1	1
EMP1	1	1	1	515.116614466807	1	689.567133426714	1	950.731617076266	1	1
EMP2	1	1	1	147.30564010758	1	103.736644324308	1	232.151333425287	1	1
ENC1	1	1	1	165.786171693747	1	98.8557966609575	1	57.6871560915868	1	1
ENDOV	1	1	1	1	1	1	1	1	1	36.2243164085763
ENG	1	1	1	81.8247245015912	1	1	1	235.845159926639	32.0895165673725	1
ENGASE	1	1	174.857883717295	1	1	1	1	1	1	1
ENKD1	1	1	61.205184851733	1	50.6296178928958	1	1	1	1	1
ENKUR	32.3383016615719	1	1	1	29.8386101508616	1	1	1	1	1
ENOX1	1	1	1	1	1	1	64.4184334326379	1	1	1
ENOX2	1	1	1	1	1	1	33.9840630305436	1	1	1
ENPEP	1	1	1	128.421237218808	1	1	1	1	1	1
ENPP1	155.172341989649	1	1	66.3922188475772	152.319204976221	1	1	1	62.4975577932012	1
ENPP2	167.043989044698	1	1	1	189.215526634057	1	33.0325632705695	73.7333375159672	134.38445035883	1
ENTPD1	1	62.6808208447629	1	106.963811883699	1	1	1	139.390794842773	50.7937258782444	1
ENTPD2	1	62.2303408572375	1	1	1	1	1	1	1	1
ENTPD3	1	1	1	1	1	1	1	1	1	62.0228791606384
EOGT	35.6090585935286	1	1	1	1	35.8394803235916	1	70.9227052856876	1	1
EPAS1	28.5865823213661	1	1	658.080549639336	54.568996470447	95.2828871056034	1	901.318564650611	34.8691442243201	1
EPB41L4A	1	1	1	1	1	46.0085729221407	1	56.6402990872215	1	1
EPB41L5	1	77.6600881506766	104.513476473063	1	1	62.8565258702693	35.6639191139238	1	1	33.0020583289365
EPG5	1	1	44.3259294225525	1	41.0875815562531	1	32.2655290809692	1	1	1
EPHA10	1	61.0674772008552	1	1	1	1	88.6933464542289	1	1	1
EPHA2	1	1	1	84.8007574900941	1	91.5404084233509	1	72.9570796473837	1	1
EPHA3	1	1	1	117.742146558682	1	1	1	1	1	1
EPHA4	1	1	1	1	1	1	1	88.9787825564699	1	1
EPHA7	1	26.907987180411	104.513476473063	1	1	1	61.9577940251123	1	1	40.0981255186109
EPHB1	1	39.8666845917854	1	1	1	1	71.0329069292301	1	1	1
EPHB4	1	1	1	1	1	1	1	73.4071996075288	1	1
EPHB6	1	108.636135457657	1	1	1	103.255455259159	83.7441968689807	1	1	1
EPM2A	1	1	76.1513696808799	1	1	1	1	1	1	1
EPOR	1	74.742162153876	61.3907166056601	1	30.7545482879959	1	1	1	1	1
EPS8L2	1	1	1	1	1	1	1	1	1	43.3763265649828
EPSTI1	1	1	1	61.1353210502934	1	1	1	41.182027492571	65.860113916594	1
ERBB4	1	1	1	1	1	58.3322476706565	1	1	1	1
ERC2	54.8154671921179	1	1	1	60.8925744592827	1	42.6192301046117	1	1	1
ERG	1	1	1	1	1	1	1	210.437251454229	1	1
ERI1	1	26.348757237147	1	1	1	1	1	1	1	1
ERICH3	1	53.1110037481038	76.3522723740779	1	1	1	69.9506408394338	1	36.1719349510047	1
ERMARD	1	1	1	1	1	36.8838177022544	1	1	1	40.9060235339295
ERMP1	1	1	147.55830791827	1	1	35.441615872564	29.1439072532493	1	1	35.7146019303334
ESAM	1	1	1	163.847378565633	1	1	1	528.787786324425	1	1
ESM1	1	1	1	1	1	1	1	332.618820376197	1	83.2249397424622
ESR1	1	51.9737125684647	1	1	1	1	49.5449169549294	1	1	1
ESRP1	84.7277207684927	1	44.0773648895651	1	60.4095271084092	82.7210633086992	1	1	32.1232130968607	1
ESRRA	1	1	44.3259294225525	42.5223060573231	1	1	1	1	1	1
ETAA1	1	73.0194132183811	44.3259294225525	1	1	1	1	1	1	1
ETFDH	1	1	1	1	36.6477072330733	41.1296865357409	32.736239707657	1	31.4635647100239	1
ETHE1	89.9997804767699	1	1	57.3138657424591	102.410912501163	40.8173204610264	1	50.3275703112406	61.6089559822801	1
ETS1	1	1	1	388.178469719199	142.275501925925	47.4662436377264	1	456.688184128092	1	1
ETV1	64.5246605827015	1	1	76.2974358578765	45.9390102135525	90.8110798300815	1	1	1	1
ETV7	1	1	1	1	1	1	33.7334895307394	1	1	42.9132918678828
EVI2A	1	55.0768779927208	1	1	36.3951316632721	1	1	1	60.4999390200328	1
EVI2B	1	280.101386398567	44.3259294225525	1	44.7019196192855	1	1	1	117.920829129489	1
EVI5L	1	1	44.3259294225525	1	34.7789165098616	1	36.9738687383906	1	1	37.4117282199285
EXOC2	1	53.1110037481038	44.0773648895651	29.8511226398831	1	1	1	1	1	1
EXOC3L2	1	1	1	1	1	1	1	122.073685408262	1	1
EXOC6B	1	53.6697247345319	61.2297041075897	1	1	1	35.1711895139963	1	1	43.1262745477219
EXOC8	40.7039653259384	26.434790312712	51.582047826637	1	34.9754966209254	1	1	1	31.5704292095082	1
EXOG	1	1	104.513476473063	1	36.3573493237418	1	1	1	1	1
EXPH5	1	1	1	1	1	55.1808654486647	47.8753875562932	1	1	1
EXTL3	1	20.2275692263017	1	39.4345303761465	1	1	29.1321142595121	1	1	1
EYA1	1	91.3930356507132	1	1	1	209.812592468801	95.9363413333305	1	48.1107739323633	120.266814151758
EYA4	1	1	1	1	1	117.928785748885	1	1	1	56.1628602412233
EZH2	1	1	1	1	1	1	1	35.7069869837832	1	1
F2R	1	1	1	392.338784853922	1	1	1	315.45566551918	1	1
F5	1	1	1	1	1	242.683099584587	1	1	1	1
F8	1	1	1	1	1	1	1	140.012177418855	1	1
F8A1	1	1	44.3259294225525	1	1	1	29.8802238700958	1	1	1
FAAH	1	1	51.582047826637	1	1	1	58.5712048232818	1	32.1463911306272	63.7666350053958
FABP7	1	1	1	1	1	505.348275579454	1	1	1	1
FAH	1	1	104.513476473063	1	1	1	1	1	29.990360900085	1
FAM110A	1	1	44.3259294225525	1	1	1	1	38.5041454871641	28.0960707586846	1
FAM110B	1	1	44.3259294225525	35.7591674317874	1	41.8276893199073	41.2019414702843	1	1	1
FAM117B	1	1	43.7258383735567	1	1	1	1	1	1	35.4526618270384
FAM131C	38.830987345219	1	1	1	1	1	1	1	35.9207205823795	124.390927703137
FAM133A	31.1912609282394	1	31.087441404255	1	40.2595807227551	1	37.0708179290088	1	1	1
FAM13C	1	1	1	66.5303827132542	1	1	67.567623027444	34.9325407107247	1	116.394857034953
FAM163A	61.5738475230392	1	1	1	53.6379929253247	1	1	1	1	1
FAM167A	102.719675710165	1	104.513476473063	1	102.691460645147	1	1	1	45.3633744718507	1
FAM181B	1	67.3345652609232	44.4417529390534	1	1	41.5485432095989	60.5289053666154	1	1	1
FAM189A2	1	53.1110037481038	44.7991696368008	1	1	1	1	1	1	1
FAM200A	33.5939003806279	1	1	1	1	1	1	1	1	1
FAM20C	1	1	1	149.250657915209	1	1	1	1	39.342761670758	1
FAM210A	1	27.7853164903666	1	1	1	1	1	1	1	1
FAM216A	58.4754068142732	43.467298727912	1	1	33.4667216623179	1	1	1	1	1
FAM220A	51.3593833964306	47.3384985220798	1	1	51.3516468060541	1	1	1	1	1
FAM43A	37.4752593185197	1	1	55.6190890221109	42.3188443963308	1	1	165.763121281405	1	1
FAM47E	1	20.8163928868796	1	1	1	1	34.1196556233406	1	1	1
FAM53B	1	1	1	1	1	1	1	33.8625089929576	46.619151339565	41.3743644967018
FAM83H	1	1	1	1	1	33.5650970176468	1	1	1	1
FAM89B	1	1	1	60.3341526953587	1	1	1	43.7118097545008	1	1
FAM98C	1	64.1773157260154	1	1	38.8481014757003	1	1	1	26.9470311880639	34.1764823896039
FANCF	1	1	44.3259294225525	1	1	1	1	1	1	1
FARP2	1	52.2710188371175	104.28075725717	50.682485424794	1	1	1	1	1	23.0013591417356
FARS2	1	1	44.4417529390534	1	1	1	1	1	1	1
FAS	1	1	1	59.9597121504035	1	106.798036943456	1	1	1	1
FASTK	35.3258023809606	1	1	1	45.1444340416026	1	1	1	1	36.0362721651269
FASTKD1	37.4777400486287	1	75.3768752393451	1	35.461927411547	1	1	1	29.9198943966496	1
FASTKD3	1	1	1	1	1	1	1	1	1	27.5939231815765
FAT1	43.3884195816265	1	61.205184851733	173.076490296439	1	75.1294426352124	1	1	1	1
FBLIM1	1	1	1	228.768299089101	1	43.7130129749212	1	80.0210740710277	1	1
FBLL1	49.3798231364834	1	61.205184851733	1	63.0089586142229	1	40.3001376721684	1	31.401139126306	1
FBLN1	1	1	1	328.621426225527	1	1	1	1	1	1
FBLN2	1	1	1	98.0014750208065	1	1	1	74.3040096894361	1	1
FBLN5	1	1	1	67.4061975874924	1	57.2088041258594	1	92.6070755082905	1	1
FBLN7	33.6863412528797	1	1	1	34.834825103529	1	1	1	1	1
FBN1	1	90.5028932714279	1	293.151552182503	1	78.7959708463606	57.8074606237623	90.0818224951649	1	1
FBXL12	32.0523053223973	1	1	1	1	1	1	1	1	1
FBXL2	1	91.1332097326885	1	1	1	1	49.7848965302609	1	1	49.2492242068866
FBXL4	1	1	1	1	1	1	1	1	1	29.5271342295512
FBXL7	1	1	1	1	1	1	1	39.4703174355843	1	1
FBXO10	1	1	1	1	1	1	1	1	1	44.7076871935524
FBXO16	52.8011405717727	1	1	1	49.630904902563	1	1	1	1	25.4061526052917
FBXO17	1	1	1	1	1	1	1	1	1	27.1632412093476
FBXO27	1	54.2159188924193	1	1	1	1	44.477880283698	1	1	30.6575867463728
FBXO31	31.4673169597178	1	1	1	33.7591837283102	1	1	1	1	29.5295651375222
FBXO41	1	1	1	1	1	1	39.0760697838948	1	1	1
FBXO46	33.6205311523507	44.6663070805406	1	1	30.4747103844156	1	1	1	1	1
FBXO5	29.5591143495306	1	1	1	1	1	1	29.5066233279845	1	1
FBXW5	1	1	44.0773648895651	1	34.6406203255356	1	1	1	1	44.4847396462382
FBXW8	44.5152484206092	1	1	1	51.4510200741909	1	34.4050039770074	1	1	41.7814133792645
FCER1G	1	103.469239130082	262.385347697583	1	63.4275550590115	1	1	1	508.610724205454	1
FCGR2A	1	140.521149083804	61.3907166056601	1	1	1	36.6932286705684	1	293.807858522232	1
FCGR3A	1	1	1	1	1	1	1	1	223.349135426984	1
FCHO2	1	1	136.325960730294	29.7487819310968	1	47.4211974238014	1	150.98973859338	100.82461295294	1
FCMR	1	1	1	1	32.7276010975476	1	1	1	33.7754129842686	1
FEM1A	29.5744587484821	1	1	37.0809644054124	1	1	1	1	1	1
FEN1	43.1364863331175	1	1	1	52.9150463364415	1	1	1	1	1
FERMT3	1	1	1	1	1	1	1	1	50.4671143797038	1
FFAR4	1	1	1	1	38.2487686150084	1	1	1	1	1
FGD2	1	1	1	1	1	1	1	1	115.361068470008	1
FGD5	1	1	1	1	1	1	1	104.028522842691	1	1
FGD6	1	1	1	1	1	56.8818425662668	1	48.0479263736394	1	1
FGF1	1	1	1	93.5905651101137	1	99.4599894636637	1	1	1	1
FGF13	1	95.1962524317904	76.1513696808799	1	1	1	73.5255515845408	1	1	1
FGF14	1	1	1	1	1	1	1	1	1	37.6669231201
FGF18	1	1	1	1	1	1	1	1	1	55.352448166295
FGF2	1	1	1	42.2539806878143	1	47.0855820162536	1	1	1	1
FGF9	65.9076476980293	1	61.205184851733	1	43.3235923895098	43.0421797143501	1	1	1	1
FGFR2	1	1	1	1	1	96.7358374419661	1	1	1	1
FGFRL1	1	1	1	1	1	72.5676055228237	1	1	1	1
FGGY	31.1151624290578	1	1	1	39.540256972177	125.851002721754	1	1	1	52.2475151058441
FGL2	1	1	1	1	1	1	1	45.6318266624032	360.812925845268	1
FGR	1	99.3607106821877	61.205184851733	1	1	1	1	39.7338712530293	46.0708935179256	1
FHL2	1	1	1	266.55602806897	1	79.4353252575845	1	42.3612633962158	1	1
FHL3	1	1	1	76.568108405991	1	1	1	37.1242172707878	1	1
FHOD1	1	1	1	58.4550258199171	1	1	1	43.9018962564485	1	1
FHOD3	1	87.2607721089712	44.3259294225525	1	1	38.1713077456992	111.573009613256	1	1	1
FIGN	1	1	1	1	1	73.3972947682971	37.8467498528176	1	1	1
FITM2	42.6824381901963	1	1	1	47.8300125503405	1	32.6850993176512	1	1	1
FJX1	1	1	1	109.884361847995	1	1	1	77.1164838985248	1	1
FKBP11	76.642312695008	1	1	1	83.6732326225119	1	1	1	38.3792872536781	1
FKRP	1	1	1	1	1	34.3648442007251	51.4105625952325	1	35.5074872412362	34.6522749732315
FLI1	1	1	1	1	1	1	1	91.2444730553506	1	1
FLNA	1	1	1	359.431488776654	48.14322875302	134.978760559553	39.9950230518298	147.798702887006	1	1
FLRT3	1	125.389720498255	1	1	1	69.1268019675676	74.4171705653955	1	1	1
FLT1	1	1	1	90.2433576798604	1	1	1	829.353473692347	1	1
FLT4	1	1	1	1	1	1	1	170.83474684271	1	1
FMC1	1	1	1	1	1	1	32.8062406338221	1	1	43.9349265143327
FMN1	56.1107167792706	1	31.087441404255	1	62.0906546285953	1	1	1	98.4248930257997	1
FMNL3	1	1	163.848227991703	104.15328706277	1	1	1	100.239826101973	59.278268390415	1
FMO2	1	1	1	1	1	74.5168537436647	1	91.6675920669227	1	1
FMO3	1	1	1	144.70540464951	1	1	1	1	1	1
FMO5	1	1	1	1	1	1	1	1	1	180.047548182157
FMOD	1	1	1	190.8686767109	1	116.225622098361	1	1	1	1
FN1	1	1	1	2093.22593358097	1	81.6716175097506	1	468.246670364501	1	1
FNDC10	1	67.4590928333163	1	1	1	1	40.6976661690829	1	1	1
FNDC5	1	1	1	1	1	1	23.763249324993	1	1	1
FNDC9	142.003885043557	1	1	1	127.742606678082	1	1	1	51.9227411747006	1
FNIP2	1	1	1	207.35904446059	1	1	41.4021046906204	163.556445524337	112.813687978792	52.6202481137147
FOLR1	1	62.7291670851309	44.4417529390534	1	1	61.8697838734997	103.456718143789	1	1	1
FOLR2	1	1	1	1	1	1	1	1	113.980624019705	1
FOXC1	1	1	1	333.637420468989	1	110.483920494817	1	237.786713943728	1	1
FOXC2	1	1	1	244.520061495785	1	1	1	61.2414768869656	1	1
FOXF1	1	1	1	116.121281492865	1	1	1	40.8609844513025	1	1
